	ensembl_gene_id	external_gene_name	description
20557	ENSG00000096654	ZNF184	zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]
20558	ENSG00000146360	GPR6	G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:4515]
20559	ENSG00000164663	USP49	ubiquitin specific peptidase 49 [Source:HGNC Symbol;Acc:HGNC:20078]
20560	ENSG00000135473	PAN2	poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]
20561	ENSG00000288721		novel protein
20562	ENSG00000014123	UFL1	UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]
20563	ENSG00000112214	FHL5	four and a half LIM domains 5 [Source:HGNC Symbol;Acc:HGNC:17371]
20564	ENSG00000132361	CLUH	clustered mitochondria homolog [Source:HGNC Symbol;Acc:HGNC:29094]
20565	ENSG00000127054	INTS11	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]
20566	ENSG00000167799	NUDT8	nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]
20567	ENSG00000132744	ACY3	aminoacylase 3 [Source:HGNC Symbol;Acc:HGNC:24104]
20568	ENSG00000196504	PRPF40A	pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]
20569	ENSG00000132746	ALDH3B2	aldehyde dehydrogenase 3 family member B2 [Source:HGNC Symbol;Acc:HGNC:411]
20570	ENSG00000110203	FOLR3	folate receptor gamma [Source:HGNC Symbol;Acc:HGNC:3795]
20571	ENSG00000240445	FOXO3B	forkhead box O3B [Source:HGNC Symbol;Acc:HGNC:3822]
20572	ENSG00000110944	IL23A	interleukin 23 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15488]
20573	ENSG00000125457	MIF4GD	MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]
20574	ENSG00000197901	SLC22A6	solute carrier family 22 member 6 [Source:HGNC Symbol;Acc:HGNC:10970]
20575	ENSG00000008300	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]
20576	ENSG00000177917	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]
20577	ENSG00000170581	STAT2	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]
20578	ENSG00000266074	BAHCC1	BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279]
20579	ENSG00000162994	CLHC1	clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26453]
20580	ENSG00000149452	SLC22A8	solute carrier family 22 member 8 [Source:HGNC Symbol;Acc:HGNC:10972]
20581	ENSG00000170160	CCDC144A	coiled-coil domain containing 144A [Source:HGNC Symbol;Acc:HGNC:29072]
20582	ENSG00000213672	NCKIPSD	NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:HGNC:15486]
20583	ENSG00000085760	MTIF2	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]
20584	ENSG00000197658	SLC22A24	solute carrier family 22 member 24 [Source:HGNC Symbol;Acc:HGNC:28542]
20585	ENSG00000196600	SLC22A25	solute carrier family 22 member 25 [Source:HGNC Symbol;Acc:HGNC:32935]
20586	ENSG00000175336	APOF	apolipoprotein F [Source:HGNC Symbol;Acc:HGNC:615]
20587	ENSG00000134538	SLCO1B1	solute carrier organic anion transporter family member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]
20588	ENSG00000186665	C17orf58	chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:27568]
20589	ENSG00000068745	IP6K2	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]
20590	ENSG00000184999	SLC22A10	solute carrier family 22 member 10 [Source:HGNC Symbol;Acc:HGNC:18057]
20591	ENSG00000108759	KRT32	keratin 32 [Source:HGNC Symbol;Acc:HGNC:6449]
20592	ENSG00000184557	SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]
20593	ENSG00000153827	TRIP12	thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306]
20594	ENSG00000149742	SLC22A9	solute carrier family 22 member 9 [Source:HGNC Symbol;Acc:HGNC:16261]
20595	ENSG00000121351	IAPP	islet amyloid polypeptide [Source:HGNC Symbol;Acc:HGNC:5329]
20596	ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]
20597	ENSG00000121350	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:HGNC Symbol;Acc:HGNC:26162]
20598	ENSG00000132256	TRIM5	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]
20599	ENSG00000004700	RECQL	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]
20600	ENSG00000114270	COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]
20601	ENSG00000111711	GOLT1B	golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]
20602	ENSG00000110169	HPX	hemopexin [Source:HGNC Symbol;Acc:HGNC:5171]
20603	ENSG00000108639	SYNGR2	synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]
20604	ENSG00000134548	SPX	spexin hormone [Source:HGNC Symbol;Acc:HGNC:28139]
20605	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]
20606	ENSG00000139131	YARS2	tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]
20607	ENSG00000141376	BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]
20608	ENSG00000110171	TRIM3	tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064]
20609	ENSG00000167535	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]
20610	ENSG00000132254	ARFIP2	ADP ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17160]
20611	ENSG00000162946	DISC1	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]
20612	ENSG00000014641	MDH1	malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]
20613	ENSG00000283977		novel transcript
20614	ENSG00000174243	DDX23	DEAD-box helicase 23 [Source:HGNC Symbol;Acc:HGNC:17347]
20615	ENSG00000132286	TIMM10B	translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]
20616	ENSG00000075975	MKRN2	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]
20617	ENSG00000144035	NAT8	N-acetyltransferase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:18069]
20618	ENSG00000172667	ZMAT3	zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]
20619	ENSG00000179532	DNHD1	dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532]
20620	ENSG00000144034	TPRKB	TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259]
20621	ENSG00000172602	RND1	Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]
20622	ENSG00000121879	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]
20623	ENSG00000172123	SLFN12	schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]
20624	ENSG00000174233	ADCY6	adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]
20625	ENSG00000160551	TAOK1	TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]
20626	ENSG00000144048	DUSP11	dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]
20627	ENSG00000051825	MPHOSPH9	M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]
20628	ENSG00000187833	C2orf78	chromosome 2 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:34349]
20629	ENSG00000138443	ABI2	abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]
20630	ENSG00000166340	TPP1	tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]
20631	ENSG00000121101	TEX14	testis expressed 14, intercellular bridge forming factor [Source:HGNC Symbol;Acc:HGNC:11737]
20632	ENSG00000241553	ARPC4	actin related protein 2/3 complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:707]
20633	ENSG00000163964	PIGX	phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]
20634	ENSG00000111328	CDK2AP1	cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]
20635	ENSG00000114745	GORASP1	golgi reassembly stacking protein 1 [Source:HGNC Symbol;Acc:HGNC:16769]
20636	ENSG00000139697	SBNO1	strawberry notch homolog 1 [Source:HGNC Symbol;Acc:HGNC:22973]
20637	ENSG00000196535	MYO18A	myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
20638	ENSG00000115211	EIF2B4	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]
20639	ENSG00000130921	C12orf65	chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]
20640	ENSG00000197763	TXNRD3	thioredoxin reductase 3 [Source:HGNC Symbol;Acc:HGNC:20667]
20641	ENSG00000150990	DHX37	DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]
20642	ENSG00000170782	OR10A4	olfactory receptor family 10 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15130]
20643	ENSG00000134824	FADS2	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]
20644	ENSG00000179097	HTR1F	5-hydroxytryptamine receptor 1F [Source:HGNC Symbol;Acc:HGNC:5292]
20645	ENSG00000114779	ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]
20646	ENSG00000184992	BRI3BP	BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]
20647	ENSG00000081760	AACS	acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]
20648	ENSG00000115234	SNX17	sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979]
20649	ENSG00000144645	OSBPL10	oxysterol binding protein like 10 [Source:HGNC Symbol;Acc:HGNC:16395]
20650	ENSG00000173113	TRMT112	tRNA methyltransferase subunit 11-2 [Source:HGNC Symbol;Acc:HGNC:26940]
20651	ENSG00000137504	CREBZF	CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]
20652	ENSG00000174914	OR9G1	olfactory receptor family 9 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:15319]
20653	ENSG00000254466	OR4D10	olfactory receptor family 4 subfamily D member 10 [Source:HGNC Symbol;Acc:HGNC:15173]
20654	ENSG00000188211	NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:HGNC:42400]
20655	ENSG00000149305	HTR3B	5-hydroxytryptamine receptor 3B [Source:HGNC Symbol;Acc:HGNC:5298]
20656	ENSG00000239732	TLR9	toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]
20657	ENSG00000163795	ZNF513	zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498]
20658	ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]
20659	ENSG00000196660	SLC30A10	solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]
20660	ENSG00000115241	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]
20661	ENSG00000158786	PLA2G2F	phospholipase A2 group IIF [Source:HGNC Symbol;Acc:HGNC:30040]
20662	ENSG00000168389	MFSD2A	major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]
20663	ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
20664	ENSG00000273079	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586]
20665	ENSG00000108684	ASIC2	acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]
20666	ENSG00000115216	NRBP1	nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]
20667	ENSG00000070081	NUCB2	nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]
20668	ENSG00000108788	MLX	MAX dimerization protein MLX [Source:HGNC Symbol;Acc:HGNC:11645]
20669	ENSG00000133703	KRAS	KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]
20670	ENSG00000163918	RFC4	replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972]
20671	ENSG00000139233	LLPH	LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]
20672	ENSG00000160087	UBE2J2	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
20673	ENSG00000228144		novel protein
20674	ENSG00000155957	TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]
20675	ENSG00000007237	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]
20676	ENSG00000006611	USH1C	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]
20677	ENSG00000157992	KRTCAP3	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]
20678	ENSG00000180044	C3orf80	chromosome 3 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:40048]
20679	ENSG00000232382	OR5K1	olfactory receptor family 5 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:8349]
20680	ENSG00000114026	OGG1	8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]
20681	ENSG00000115226	FNDC4	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]
20682	ENSG00000118733	OLFM3	olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990]
20683	ENSG00000084734	GCKR	glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]
20684	ENSG00000157870	PRXL2B	peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]
20685	ENSG00000090376	IRAK3	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]
20686	ENSG00000138002	IFT172	intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]
20687	ENSG00000144681	STAC	SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]
20688	ENSG00000188162	OTOG	otogelin [Source:HGNC Symbol;Acc:HGNC:8516]
20689	ENSG00000127311	HELB	DNA helicase B [Source:HGNC Symbol;Acc:HGNC:17196]
20690	ENSG00000163357	DCST1	DC-STAMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26539]
20691	ENSG00000128487	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]
20692	ENSG00000155974	GRIP1	glutamate receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18708]
20693	ENSG00000198398	TMEM207	transmembrane protein 207 [Source:HGNC Symbol;Acc:HGNC:33705]
20694	ENSG00000179085	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:HGNC Symbol;Acc:HGNC:3007]
20695	ENSG00000231213	PLSCR5	phospholipid scramblase family member 5 [Source:HGNC Symbol;Acc:HGNC:19952]
20696	ENSG00000155366	RHOC	ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]
20697	ENSG00000183801	OLFML1	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]
20698	ENSG00000180914	OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]
20699	ENSG00000166387	PPFIBP2	PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]
20700	ENSG00000144852	NR1I2	nuclear receptor subfamily 1 group I member 2 [Source:HGNC Symbol;Acc:HGNC:7968]
20701	ENSG00000184922	FMNL1	formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
20702	ENSG00000113889	KNG1	kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383]
20703	ENSG00000173080	RXFP4	relaxin family peptide/INSL5 receptor 4 [Source:HGNC Symbol;Acc:HGNC:14666]
20704	ENSG00000188782	CATSPER4	cation channel sperm associated 4 [Source:HGNC Symbol;Acc:HGNC:23220]
20705	ENSG00000198892	SHISA4	shisa family member 4 [Source:HGNC Symbol;Acc:HGNC:27139]
20706	ENSG00000158055	GRHL3	grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839]
20707	ENSG00000110911	SLC11A2	solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]
20708	ENSG00000010318	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]
20709	ENSG00000184361	SPATA32	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]
20710	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]
20711	ENSG00000183347	GBP6	guanylate binding protein family member 6 [Source:HGNC Symbol;Acc:HGNC:25395]
20712	ENSG00000175206	NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]
20713	ENSG00000120937	NPPB	natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]
20714	ENSG00000010319	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]
20715	ENSG00000213424	KRT222	keratin 222 [Source:HGNC Symbol;Acc:HGNC:28695]
20716	ENSG00000116685	KIAA2013	KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]
20717	ENSG00000166394	CYB5R2	cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]
20718	ENSG00000114854	TNNC1	troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]
20719	ENSG00000083444	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]
20720	ENSG00000167916	KRT24	keratin 24 [Source:HGNC Symbol;Acc:HGNC:18527]
20721	ENSG00000155438	NIFK	nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]
20722	ENSG00000010322	NISCH	nischarin [Source:HGNC Symbol;Acc:HGNC:18006]
20723	ENSG00000204897	KRT25	keratin 25 [Source:HGNC Symbol;Acc:HGNC:30839]
20724	ENSG00000186393	KRT26	keratin 26 [Source:HGNC Symbol;Acc:HGNC:30840]
20725	ENSG00000211460	TSN	translin [Source:HGNC Symbol;Acc:HGNC:12379]
20726	ENSG00000171446	KRT27	keratin 27 [Source:HGNC Symbol;Acc:HGNC:30841]
20727	ENSG00000173908	KRT28	keratin 28 [Source:HGNC Symbol;Acc:HGNC:30842]
20728	ENSG00000186395	KRT10	keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413]
20729	ENSG00000137656	BUD13	BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]
20730	ENSG00000139547	RDH16	retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674]
20731	ENSG00000135392	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]
20732	ENSG00000114841	DNAH1	dynein axonemal heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2940]
20733	ENSG00000121989	ACVR2A	activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]
20734	ENSG00000187242	KRT12	keratin 12 [Source:HGNC Symbol;Acc:HGNC:6414]
20735	ENSG00000109917	ZPR1	ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051]
20736	ENSG00000075089	ACTR6	actin related protein 6 [Source:HGNC Symbol;Acc:HGNC:24025]
20737	ENSG00000171431	KRT20	keratin 20 [Source:HGNC Symbol;Acc:HGNC:20412]
20738	ENSG00000116691	MIIP	migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
20739	ENSG00000108244	KRT23	keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]
20740	ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]
20741	ENSG00000115947	ORC4	origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]
20742	ENSG00000130779	CLIP1	CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
20743	ENSG00000204414	CSHL1	chorionic somatomammotropin hormone like 1 [Source:HGNC Symbol;Acc:HGNC:2442]
20744	ENSG00000110243	APOA5	apolipoprotein A5 [Source:HGNC Symbol;Acc:HGNC:17288]
20745	ENSG00000076201	PTPN23	protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]
20746	ENSG00000259384	GH1	growth hormone 1 [Source:HGNC Symbol;Acc:HGNC:4261]
20747	ENSG00000110244	APOA4	apolipoprotein A4 [Source:HGNC Symbol;Acc:HGNC:602]
20748	ENSG00000162521	RBBP4	RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]
20749	ENSG00000110245	APOC3	apolipoprotein C3 [Source:HGNC Symbol;Acc:HGNC:610]
20750	ENSG00000204406	MBD5	methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:HGNC:20444]
20751	ENSG00000285947		novel protein
20752	ENSG00000118137	APOA1	apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]
20753	ENSG00000007312	CD79B	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]
20754	ENSG00000114650	SCAP	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]
20755	ENSG00000160584	SIK3	SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]
20756	ENSG00000007314	SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]
20757	ENSG00000015568	RGPD5	RANBP2 like and GRIP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:32418]
20758	ENSG00000224383	PRR29	proline rich 29 [Source:HGNC Symbol;Acc:HGNC:25673]
20759	ENSG00000162520	SYNC	syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]
20760	ENSG00000111728	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]
20761	ENSG00000163832	ELP6	elongator acetyltransferase complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25976]
20762	ENSG00000162522	KIAA1522	KIAA1522 [Source:HGNC Symbol;Acc:HGNC:29301]
20763	ENSG00000108622	ICAM2	intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:5345]
20764	ENSG00000196387	ZNF140	zinc finger protein 140 [Source:HGNC Symbol;Acc:HGNC:12925]
20765	ENSG00000116497	S100PBP	S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]
20766	ENSG00000256977	LIMS3	LIM zinc finger domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30047]
20767	ENSG00000178607	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]
20768	ENSG00000114646	CSPG5	chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]
20769	ENSG00000284337		novel transcript
20770	ENSG00000110852	CLEC2B	C-type lectin domain family 2 member B [Source:HGNC Symbol;Acc:HGNC:2053]
20771	ENSG00000160097	FNDC5	fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]
20772	ENSG00000074590	NUAK1	NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]
20773	ENSG00000121905	HPCA	hippocalcin [Source:HGNC Symbol;Acc:HGNC:5144]
20774	ENSG00000168779	SHOX2	short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854]
20775	ENSG00000121749	TBC1D15	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]
20776	ENSG00000136478	TEX2	testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:30884]
20777	ENSG00000184478	OR56A3	olfactory receptor family 56 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:14786]
20778	ENSG00000121900	TMEM54	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]
20779	ENSG00000184698	OR51M1	olfactory receptor family 51 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14847]
20780	ENSG00000144063	MALL	mal, T cell differentiation protein like [Source:HGNC Symbol;Acc:HGNC:6818]
20781	ENSG00000187918	OR51I2	olfactory receptor family 51 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15201]
20782	ENSG00000168000	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin [Source:HGNC Symbol;Acc:HGNC:15832]
20783	ENSG00000178053	MLF1	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]
20784	ENSG00000121940	CLCC1	chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]
20785	ENSG00000143222	UFC1	ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:26941]
20786	ENSG00000144061	NPHP1	nephrocystin 1 [Source:HGNC Symbol;Acc:HGNC:7905]
20787	ENSG00000181963	OR52K2	olfactory receptor family 52 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15223]
20788	ENSG00000196778	OR52K1	olfactory receptor family 52 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15222]
20789	ENSG00000186868	MAPT	microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]
20790	ENSG00000197887	OR1S2	olfactory receptor family 1 subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:15141]
20791	ENSG00000143258	USP21	ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]
20792	ENSG00000182791	CCDC87	coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579]
20793	ENSG00000173992	CCS	copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]
20794	ENSG00000187166	H1-7	H1.7 linker histone [Source:HGNC Symbol;Acc:HGNC:24893]
20795	ENSG00000186908	ZDHHC17	zinc finger DHHC-type palmitoyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:18412]
20796	ENSG00000239306	RBM14	RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]
20797	ENSG00000143224	PPOX	protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]
20798	ENSG00000174891	RSRC1	arginine and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24152]
20799	ENSG00000248643	RBM14-RBM4	RBM14-RBM4 readthrough [Source:HGNC Symbol;Acc:HGNC:38840]
20800	ENSG00000173933	RBM4	RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901]
20801	ENSG00000172789	HOXC5	homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]
20802	ENSG00000089163	SIRT4	sirtuin 4 [Source:HGNC Symbol;Acc:HGNC:14932]
